TAHUN LULUS,PERUNTUKAN,NEGERI,PARLIMEN,KOD SEKOLAH,NAMA PROJEK,STATUS,% JADUAL **,% SEBENAR **
2019,KRITIKAL,SARAWAK,SIBUTI,YBA4411,"SEKOLAH KRITIKAL BAGI SABAH DAN SARAWAK - CADANGAN PEMBINAAN BANGUNAN GANTIAN PENUH BILIK DARJAH, BANGUNAN PENTADBIRAN, MAKMAL, RUMAH GURU DAN KEMUDAHAN LAIN DI SK KAMPUNG SELANYAU, SUBIS, SARAWAK",BINA,100,97
2019,RM1B,SARAWAK,BARAM,YBA4304,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK LONG PELUTAN, BARAM, SARAWAK",BINA,100,100
2019,RM1B,SARAWAK,KAPIT,YBB7123,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK KG BARU, KAPIT, SARAWAK",BINA,100,93
2019,RMK,SARAWAK,MIRI,YBE4104,SEKOLAH KEBANGSAAN SAYED OTHMAN,BINA,14,11
2019,RMK,SARAWAK,TANJONG MANIS,YBB6413,SEKOLAH KEBANGSAAN KG PENIBONG,BINA,100,50
2020,RM1B,SARAWAK,BARAM,YBB4358,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK SG BAKAS, MIRI, SARAWAK",BINA,88,98
2020,RM1B,SARAWAK,BINTULU,YBB4339,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK SG. SEBATU, MIRI, SARAWAK",BINA,20,21
2020,RM1B,SARAWAK,IGAN,YBB6405,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK KG PERGAU, MUKAH, SARAWAK",BINA,20,0
2020,RM1B,SARAWAK,IGAN,YBB6409,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK BAWANG TIAN, MUKAH, SARAWAK",BINA,35,67
2020,RM1B,SARAWAK,IGAN,YBE6405,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK KG TEBAANG, MUKAH, SARAWAK",BINA,100,100
2020,RM1B,SARAWAK,KAPIT,YBB7119,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK LEPONG BALLEH,  KAPIT, SARAWAK",BINA,80,94
2020,RM1B,SARAWAK,SANTUBONG,YBB1406,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK LEBAI MENTALI, KUCHING, SARAWAK",BINA,100,93
2020,RM1B,SARAWAK,SIBUTI,YBA4417,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK KELURU TENGAH, MIRI, SARAWAK",BINA,68,84
2020,RM1B,SARAWAK,TANJONG MANIS,YBA6101,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK ABANG BUYUK, MUKAH, SARAWAK",BINA,36,0
2020,RMK,SABAH,BEAUFORT,XBA6326,"DAIF SABAH (2020) - PEMBINAAN BANGUNAN GANTIAN BLOK PENTADBIRAN, PRASEKOLAH, 2 UNIT RUMAH GURU, 2 UNIT TANDAS GURU DAN LAIN-LAIN KEMUDAHAN BERKAITAN DI SK TEMPURONG, KUALA PENYU, SABAH (XBA6326)",BINA,32,37
2020,RMK,SABAH,KALABAKAN,XBA3009,"DAIF SABAH (2020)- GANTIAN 32 UNIT BILIK DARJAH,BANGUNAN PENTADBIRAN DAN MAKMAL SAINS DI SK UMAS-UMAS, SABAH",BINA,70,53
2020,RMK,SABAH,KENINGAU,XBA1208,"DAIF SABAH (2020) - PEMBINAAN BANGUNAN GANTIAN  6 BILIK DARJAH, BLOK PENTADBIRAN, BILIK SAINS, KANTIN, 4 UNIT TANDAS, 2 UNIT RUMAH GURU DAN LAIN-LAIN KEMUDAHAN DI SK MONSOK TENGAH, TAMBUNAN, SABAH (XBA1208)",BINA,82,15
2020,RMK,SABAH,KENINGAU,XBA1209,"DAIF SABAH (2020)-PEMBINAAN BANGUNAN GANTIAN 6 BILIK DARJAH, BLOK PENTADBIRAN, BILIK SAINS, KANTIN, 6 UNIT TANDAS DAN LAIN-LAIN KEMUDAHAN BERKAITAN DI SK NUKAKATAN, TAMBUNAN, SABAH (XBA1209)",BINA,69,24
2020,RMK,SABAH,KIMANIS,XRA4001,"DAIF SABAH (2020) – PEMBINAAN SEMULA KUARTERS GURU 25 UNIT DI SMKA KIMANIS, PAPAR, SABAH (XRA4001)",BINA,5,1
2020,RMK,SABAH,KUDAT,XBA5207,"DAIF SABAH (2020) - PEMBINAAN BANGUNAN GANTIAN  6 BILIK DARJAH, BLOK PENTADBIRAN, BILIK SAINS, KANTIN, 6 UNIT TANDAS, ASRAMA 120 MURID (60 LELAKI & 60 PEREMPUAN), DEWAN MAKAN ASRAMA DAN LAIN-LAIN KEMUDAHAN BERKAITAN DI SK MALUBANG, PITAS, SABAH  (XBA5207)",BINA,92,82
2020,RMK,SABAH,KUDAT,XBA5223,"DAIF SABAH (2020) - PEMBINAAN BANGUNAN GANTIAN  6 BILIK DARJAH, 1 UNIT PRASEKOLAH, BLOK PENTADBIRAN, BILIK SAINS, 6 UNIT TANDAS,  KANTIN DAN LAIN-LAIN KEMUDAHAN BERKAITAN DI SK MANDURIAN, PITAS, SABAH (XBA5223)",BINA,94,72
2020,RMK,SABAH,KUDAT,XBA5224,"DAIF SABAH (2020) - PEMBINAAN BANGUNAN GANTIAN  6 BILIK DARJAH, BLOK PENTADBIRAN, BILIK SAINS, KANTIN, 2 UNIT RUMAH GURU, 6 UNIT TANDAS DAN LAIN-LAIN KEMUDAHAN BERKAITAN DI SK KIBUBUK/SAHABAT SATU, PITAS, SABAH (XBA5224)",BINA,98,85
2020,RMK,SABAH,KUDAT,XEA5001,"DAIF SABAH (2020) - PEMBAIKAN STRUKTUR DAN LAIN-LAIN YANG BERKAITAN DI SMK KUDAT, KUDAT, SABAH",BINA,100,92
2020,RMK,SABAH,PENSIANGAN,XEA1113,"DAIF SABAH (2020) - BANGUNAN GANTIAN  KUARTERS GURU (8 UNIT) SERTA BANGUNAN TAMBAHAN 12 BILIK DARJAH DAN KEMUDAHAN-KEMUDAHAN LAIN DI SMK NABAWAN, PENSIANGAN, SABAH",BINA,83,83
2020,RMK,SABAH,RANAU,XBA2135,"DAIF SABAH (2020) - PEMBINAAN BANGUNAN GANTIAN  6 BILIK DARJAH, BLOK PENTADBIRAN, BILIK SAINS, KANTIN, 6 UNIT TANDAS DAN LAIN-LAIN KEMUDAHAN BERKAITAN DI SK KAWIYAN, RANAU, SABAH (XBA2135)",BINA,7,16
2020,RMK,SABAH,SEMPORNA,XBA3302,"DAIF SABAH (2020) - PEMBINAAN BANGUNAN GANTIAN 14 UNIT BILIK DARJAH, BANGUNAN PENTADBIRAN, BILIK SAINS, 8 UNIT RUMAH GURU, SURAU, 10 UNIT TANDAS DAN LAIN-LAIN KEMUDAHAN BERKAITAN YANG DI SK BUBUL, SEMPORNA, SABAH  (XBA3302)",BINA,54,37
2020,RMK,SABAH,SEMPORNA,XBA3323,"DAIF SABAH (2020)- KERJA-KERJA MEMBAIKPULIH 18 UNIT BILIK DARJAH DI SK TAGASAN, SEMPORNA, SABAH",BINA,93,88
2020,RMK,SABAH,SEPANGGAR,XBA4013,"DAIF SABAH (2020) - GANTIAN 1 BLOK PUSAT SUMBER, STOR, PEMBINAAN SURAU DAN PENGGANTIAN SALIRAN PERPAIPAN SELURUH KAWASAN SEKOLAH DI SK KEBAYAU TELIPOK, KOTA KINABALU, SABAH",BINA,76,76
2020,RMK,SABAH,SILAM,XBA3115,"DAIF SABAH (2020)- GANTIAN 26 BILIK DARJAH, RUMAH GURU 4 UNIT DI SK PEKAN LAHAD DATU, SABAH",BINA,23,44
2020,RMK,SABAH,SIPITANG,XBA6005,"DAIF SABAH (2020) - PEMBINAAN BANGUNAN GANTIAN PENUH 6 BILIK DARJAH, PENTADBIRAN, BILIK SAINS, KANTIN, 6 UNIT TANDAS DAN LAIN-LAIN KEMUDAHAN BERKAITAN DI SK BENTUKA, BEAUFORT, SABAH (XBA6005)",BINA,87,63
2020,RMK,SABAH,TUARAN,XBA4386,"DAIF SABAH (2020)- GANTIAN 6 UNIT BILIK DARJAH, BANGUNAN PENTABDIRAN,DAN MAKMAL SAINS DI SK SUNGOI, SABAH",BINA,100,68
2021,RM1B,SARAWAK,BETONG,YBB2405,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 3) - SK SAKA, BETONG, SARAWAK (YBB2405)",BINA,58,58
2021,RM1B,SARAWAK,HULU RAJANG,YBB7213,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 3) - SK PUNAN BA, BELAGA, SARAWAK (YBB7213)",BINA,20,17
2021,RM1B,SARAWAK,KAPIT,YBB6212,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 3) - SK NANGA KEDUP, JULAU, SARAWAK (YBB6212)",BINA,1,1
2021,RM1B,SARAWAK,KAPIT,YBB7128,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 3) - SK ULU YONG, KAPIT, SARAWAK (YBB7128)",BINA,62,55
2021,RM1B,SARAWAK,KAPIT,YBB7305,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 3) - SK NANGA DALAI, SONG, SARAWAK (YBB7305)",BINA,64,58
2021,RM1B,SARAWAK,KOTA SAMARAHAN,YBA8102,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 3) - SK MANG, SAMARAHAN, SARAWAK (YBA8102)",BINA,100,80
2021,RM1B,SARAWAK,MUKAH,YBB3404,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 3) - SK SG BADENGAN, MUKAH, SARAWAK (YBB3404)",BINA,4,2
2021,RM1B,SARAWAK,PUNCAK BORNEO,YBB1109,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 3) - SK SERUMBU, BAU, SARAWAK (YBB1109)",BINA,54,47
2021,RM1B,SARAWAK,PUNCAK BORNEO,YBB8234,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 3) - SK SEBANBAN, SERIAN, SARAWAK (YBB8234)",BINA,55,58
2021,RM1B,SARAWAK,SARATOK,YBB2214,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 3) - SK NANGA ATOI, SARATOK, SARAWAK (YBB2214)",BINA,36,50
2021,RM1B,SARAWAK,SELANGAU,YBB3223,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 3) - SK SG SIONG TENGAH, SIBU, SARAWAK (YBB3223)",BINA,87,83
2021,RM1B,SARAWAK,SERIAN,YBB8214,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 3) - SK SEMUKOI, SERIAN, SARAWAK (YBB8214)",BINA,32,19
2021,RM1B,SARAWAK,SIBUTI,YBA4407,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 3) - SK BEKENU, SIBUTI, SARAWAK (YBA4407)",BINA,100,98
2021,RM1B,SARAWAK,SIBUTI,YBE4107,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 3) - SK LAMBIR VILLAGE, MIRI, SARAWAK  (YBE4107)",BINA,99,99
2021,RM1B,SARAWAK,TANJONG MANIS,YBA6401,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 3) - SK SALAH KECHIL, DARO, SARAWAK (YBA6401)",BINA,31,39
2021,RMK,JOHOR,PULAI,JEB1001,"DAIF JOHOR (2021) - PEMBINAAN BANGUNAN TAMBAHAN  DAN BENGKEL KEMAHIRAN PROGRAM PENDIDIKAN KHAS INTEGRASI (PPKI)  DI MAKTAB SULTAN ABU BAKAR, JOHOR BAHRU, JOHOR (JEB1001)",BINA,0,0
2021,RMK,KEDAH,ALOR SETAR,KBA2065,"DAIF KEDAH (2021) - PEMBINAAN BANGUNAN GANTIAN PENUH BLOK PENTADBIRAN, BILIK-BILIK KHAS DAN LAIN-LAIN KEMUDAHAN MENGIKUT PIAWAI DI SK HAJI WAHAB, ALOR SETAR, KEDAH (KBA2065)",BINA,100,22
2021,RMK,KEDAH,KUALA KEDAH,KBA2010,"DAIF KEDAH (2021) - PEMBINAAN  BANGUNAN GANTIAN PENUH DI SK GUNONG, ALOR SETAR, KEDAH (KBA2010)",BINA,100,100
2021,RMK,KEDAH,KUALA KEDAH,KBA2016,"DAIF KEDAH (2021) - PEMBINAAN BANGUNAN GANTIAN PENUH  DI SK MERGONG, ALOR SETAR, KEDAH (KBA2016)",BINA,72,72
2021,RMK,KEDAH,KUALA KEDAH,KBA2038,"DAIF KEDAH (2021) - PEMBINAAN BANGUNAN GANTIAN PENUH DI SK HJ ISMAIL, ALOR SETAR, KEDAH (KBA2038)",BINA,27,25
2021,RMK,KEDAH,SUNGAI PETANI,KBA3036,"DAIF KEDAH (2021) - PEMBINAAN BANGUNAN  GANTIAN PENUH DI SK SUNGAI PETANI, SUNGAI PETANI, KEDAH. (KBA3036)",BINA,80,80
2021,RMK,NEGERI SEMBILAN,TAMPIN,NBA5002,"DAIF NEGERI SEMBILAN (2021) - PEMBINAAN BANGUNAN GANTIAN DI SK TUNKU SYED SYAABAN,TAMPIN,NEGERI SEMBILAN (NBA5002)",BINA,100,70
2021,RMK,PERAK,BAGAN DATUK,ABAB012,"DAIF PERAK (2021) - PEMBINAAN BANGUNAN GANTIAN 4 BILIK DARJAH DAN LAIN-LAIN KEMUDAHAN MENGIKUT PIAWAI DI SK SUNGAI DULANG DALAM, BAGAN DATUK, PERAK (ABAB012)",BINA,95,95
2021,RMK,PERAK,TAPAH,ABC0063,"DAIF PERAK (2021) - PEMBINAAN BANGUNAN GANTIAN DI SJKC COLDSTREAM, BATANG PADANG, PERAK (ABC0063)",BINA,100,97
2021,RMK,SABAH,BEAUFORT,XBA6312,"DAIF SABAH (2021) - PEMBINAAN BANGUNAN GANTIAN PENUH 6  BILIK DARJAH, PENTADBIRANDAN LAIN-LAIN KEMUDAHAN MENGIKUT PIAWAI DI SK MELIKAI, KUALA PENYU, SABAH (XBA6312)",BINA,47,42
2021,RMK,SABAH,KINABATANGAN,XEA2225,"DAIF SABAH (2021) - PEMBINAAN BANGUNAN GANTIAN  PENUH DI SMK SUKAU, KINABATANGAN SABAH (XEA2225)",BINA,37,28
2021,RMK,SABAH,KOTA BELUD,XBA5313,"DAIF SABAH (2021) - PEMBINAAN BANGUNAN GANTIAN DI SK KELAWAT, KOTA BELUD, SABAH (XBA5313)",BINA,20,21
2021,RMK,SABAH,KOTA BELUD,XBA5332,"DAIF SABAH (2021) -PEMBINAAN BANGUNAN GANTIAN 6 BILIK DARJAH, PENTADBIRAN DAN LAIN-LAIN KEMUDAHAN MENGIKUT PIAWAI DI SK PULAU MANTANANI, KOTA BELUD, SABAH (XBA5332)",BINA,21,39
2021,RMK,SABAH,KUDAT,XBA5061,"DAIF SABAH (2021) - PEMBINAAN BANGUNAN  GANTIAN  DI SK SIKUATI, KUDAT, SABAH (XBA5061)",BINA,100,98
2021,RMK,SABAH,KUDAT,XBA5204,"DAIF SABAH (2021) - PEMBINAAN BANGUNAN GANTIAN PENUH 8 BILIK DARJAH, PENTADBIRAN, 1 BD PRA SEKOLAH DAN LAIN-LAIN KEMUDAHAN MENGIKUT PIAWAI DI SK KUSILAD, PITAS, SABAH (XBA5204)",BINA,72,54
2021,RMK,SABAH,KUDAT,XBA5208,"DAIF SABAH (2021) - PEMBINAAN BANGUNAN GANTIAN PENUH DI SK PANTAI, PITAS, SABAH (XBA5208)",BINA,95,73
2021,RMK,SABAH,KUDAT,XBA5214,"DAIF SABAH (2021) - PEMBINAAN BANGUNAN GANTIAN PENUH DI SK PINAPAK, PITAS, SABAH (XBA5214)",BINA,100,100
2021,RMK,SABAH,KUDAT,XEA5216,"DAIF SABAH (2021) - PEMBINAAN BANGUNAN GANTIAN  DI SMK PITAS, PITAS, SABAH (XEA5216)",BINA,0,0
2021,RMK,SABAH,PENAMPANG,XBA4103,"DAIF SABAH (2021) - PEMBINAAN BANGUNAN GANTIAN PENUH  DI SK BUIT HILL, PENAMPANG, SABAH (XBA4103)",BINA,23,35
2021,RMK,SABAH,RANAU,XBA5434,"DAIF 2021 (SABAH )- PEMBINAAN BANGUNAN GANTIAN PENUH 18 BILIK DARJAH DAN LAIN-LAIN KEMUDAHAN MENGIKUT PIAWAI DI SK PEKAN RANAU, SABAH (XBA5434)",BINA,0,0
2021,RMK,SABAH,SEPANGGAR,XBA4073,"DAIF SABAH (2021) - PEMBINAAN BANGUNAN GANTIAN PENUH 12 BILIK DARJAH, PENTADBIRAN DAN LAIN-LAIN KEMUDAHAN MENGIKUT PIAWAI DI SK POMOTODON, INANAM, KOTA KINABALU, SABAH (XBA4073)",BINA,81,39
2021,RMK,SABAH,SIPITANG,XBA6217,"DAIF SABAH (2021) - PEMBINAAN GANTIAN PENUH DI SK PELAKAT, SIPITANG, SABAH (XBA6217)",BINA,100,99
2021,RMK,SABAH,TUARAN,XBA4314,"DAIF SABAH (2021) - PEMBINAAN BANGUNAN GANTIAN PENUH 18 BILIK DARJAH, BLOK PENTADBIRAN DAN LAIN-LAIN KEMUDAHAN MENGIKUT PIAWAI DI SK GAYANG, TUARAN, SABAH (XBA4314)",BINA,8,7
2021,RMK,SARAWAK,BINTULU,YBB9111,"DAIF SARAWAK (2021) - PEMBINAAN GANTIAN DAN TAMBAHAN BANGUNAN DI SK SG KEM BATU 18, BINTULU, SARAWAK",BINA,9,4
2021,RMK,SARAWAK,HULU RAJANG,YEE7201,"DAIF SARAWAK (2021) - PEMBINAAN GANTIAN  DAN TAMBAHAN BANGUNAN DI SMK BELAGA, SARAWAK",BINA,59,41
2021,RMK,SARAWAK,SIBUTI,YEE4401,"DAIF SARAWAK (2021) - PEMBINAAN GANTIAN DAN TAMBAHAN BANGUNAN DI SMK LUAR BANDAR MIRI, SUBIS",BINA,7,8
2022,RMK,JOHOR,BATU PAHAT,JEA0019,"DAIF JOHOR (2022) - PEMBINAAN BANGUNAN GANTIAN 12 BILIK DARJAH DAN LAIN-LAIN KEMUDAHAN DI SMK DATIN ONN JAAFAR, BATU PAHAT, JOHOR",BINA,86,77
2022,RMK,KEDAH,KUALA KEDAH,KBA2064,"DAIF KEDAH (2022) - PEMBINAAN BANGUNAN GANTIAN PENUH DI SK TEBENGAU, ALOR SETAR, KEDAH (KBA2064)",BINA,90,90
2022,RMK,KEDAH,SIK,KBA8009,"DAIF KEDAH (2022) - PEMBINAAN BANGUNAN GANTIAN 4 BILIK DARJAH, 1 UNIT PRASEKOLAH DAN LAIN-LAIN KEMUDAHAN DI SK SERI AMPANG MUDA, SIK, KEDAH (KBA8009)",BINA,78,88
2022,RMK,KEDAH,SIK,KBA8012,"DAIF KEDAH (2022) - PEMBINAAN BANGUNAN GANTIAN PENUH BLOK BENGKEL RBT, BILIK PEMULIHAN DAN BANGUNAN ASRAMA SK PAYA TERENDAM, SIK, KEDAH (KBA8012)",BINA,40,46
2022,RMK,KELANTAN,KETEREH,DBA1062,"DAIF KELANTAN (2022) - PEMBINAAN GANTIAN PENUH 14 BILIK DARJAH, KANTIN, TAMBAHAN BAHARU 4 BILIK DARJAH SERTA LAIN-LAIN KEMUDAHAN DAN PENAMBAKAN KESELURUHAN TAPAK PEMBINAAN TERMASUK PEMBINAAN PADANG BOLA DI SK KETEREH, KOTA BHARU, KELANTAN (DBA1062)",BINA,26,29
2022,RMK,PERAK,TAIPING,AEE6050,"DAIF PERAK (2022) - PEMBINAAN BANGUNAN GANTIAN DI SMK KING EDWARD VII, TAIPING, PERAK",BINA,39,38
2022,RMK,SABAH,BEAUFORT,XBA6067,"DAIF SABAH (2022) - PEMBINAAN BANGUNAN GANTIAN PENUH 3 BILIK DARJAH DAN LAIN-LAIN KEMUDAHAN MENGIKUT PIAWAI DI SK JABANG, BEAUFORT, SABAH,(XBA6067).",BINA,88,78
2022,RMK,SABAH,KENINGAU,XCA1214,"DAIF SABAH (2022) - PEMBINAAN BANGUNAN GANTIAN 6 BILIK DARJAH DAN TAMBAHAN 6 BILIK DARJAH SERTA LAIN-LAIN KEMUDAHAN MENGIKUT PIAWAI DI SK NAMBAYAN, TAMBUNAN, SABAH, (XCA1214)",BINA,49,49
2022,RMK,SABAH,KINABATANGAN,XCA2040,"DAIF SABAH (2022) - PEMBINAAN BANGUNAN GANTIAN PEJABAT PENTADBIRAN, KANTIN DAN LAIN-LAIN KEMUDAHAN MENGIKUT PIAWAI DI SK LUNG MANIS, SANDAKAN, SABAH",BINA,100,100
2022,RMK,SABAH,KOTA BELUD,XBA5322,"DAIF SABAH (2022) - PEMBINAAN BANGUNAN GANTIAN 6 BILIK DARJAH DAN LAIN-LAIN KEMUDAHAN MENGIKUT PIAWAI DI SK MELANGKAP, KOTA BELUD, SABAH",BINA,19,16
2022,RMK,SABAH,KOTA BELUD,XBA5323,"DAIF SABAH (2022) - PEMBINAAN BANGUNAN GANTIAN 6 BILIK DARJAH DAN LAIN-LAIN KEMUDAHAN MENGIKUT PIAWAI DI SK MENGKULAT, KOTA BELUD, SABAH",BINA,96,30
2022,RMK,SABAH,KOTA BELUD,XBA5328,"DAIF SABAH (2022) - PEMBINAAN BANGUNAN GANTIAN PENUH 6 BILIK DARJAH DAN LAIN-LAIN KEMUDAHAN MENGIKUT PIAWAI DI SK PANDASAN, KOTA BELUD, SABAH",BINA,89,90
2022,RMK,SABAH,RANAU,XBA5416,"DAIF SABAH (2022) - PEMBINAAN BANGUNAN GANTIAN PENUH 6 BILIK DARJAH DAN LAIN-LAIN KEMUDAHAN MENGIKUT PIAWAI DI SK LOHAN, RANAU, SABAH (XBA 5416)",BINA,49,22
2022,RMK,SABAH,RANAU,XBA5433,"DAIF SABAH (2022) - PEMBINAAN BANGUNAN GANTIAN PENUH 6 BILIK DARJAH DAN LAIN-LAIN KEMUDAHAN DI SK PORING, SABAH (XBA 5433)",BINA,32,38
2022,RMK,SABAH,RANAU,XBA5434,"DAIF SABAH (2022) - PEMBINAAN BANGUNAN GANTIAN PENUH 6 BILIK DARJAH DAN LAIN-LAIN KEMUDAHAN DI SK MALINSAU, RANAU, SABAH (XBA5434)",BINA,52,42
2022,RMK,SABAH,RANAU,XBA5437,"DAIF SABAH (2022) - PEMBINAAN BANGUNAN GANTIAN PENUH 6 BILIK DARJAH DAN LAIN-LAIN KEMUDAHAN MENGIKUT PIAWAI DI SK RANDAGONG, RANAU, SABAH (XBA 5437)",BINA,40,31
2022,RMK,SABAH,SILAM,XBA3102,"DAIF SABAH (2022) - PEMBINAAN BANGUNAN GANTIAN 6 BILIK DARJAH, BLOK PENTADBIRAN DAN LAIN-LAIN KEMUDAHAN MENGIKUT PIAWAI DI SK BIKANG, LAHAD DATU, SABAH",BINA,83,44
2022,RMK,SARAWAK,LAWAS,YBA5213,"DAIF SARAWAK (2022) - PEMBINAAN GANTIAN 4 UNIT RUMAH GURU DAN LAIN-LAIN KEMUDAHAN DI SK PURUSIA, LAWAS, SARAWAK.",BINA,4,5
2022,RMK,SARAWAK,LAWAS,YBB5209,"DAIF SARAWAK (2022) - PEMBINAAN GANTIAN 4 BILIK DARJAH, BANGUNAN TAMBAHAN 2 BILIK DARJAH , 1 UNIT RUANG MAKAN ASRAMA DAN LAIN-LAIN KEMUDAHAN DI SK TANG LAPADAN, LAWAS, SARAWAK",BINA,22,44
2022,RMK,SARAWAK,LUBOK ANTU,YBB2116,"DAIF SARAWAK (2022) - PEMBINAAN GANTIAN 9 UNIT RUMAH GURU DI SEKOLAH KEBANGSAAN ISSU/BANGAT, BETONG SARAWAK",BINA,52,53
2022,RMK,SARAWAK,MIRI,YBA4111,"DAIF SARAWAK (2022) - PEMBINAAN GANTIAN 10 BILIK DARJAH DAN TAMBAHAN 2 BILIK DARJAH SERTA 5 UNIT RUMAH GURU DAN LAIN-LAIN KEMUDAHAN DI SK TUDAN MIRI, SARAWAK",BINA,1,1
2022,RMK,SARAWAK,MUKAH,YBE3403,"DAIF SARAWAK (2022) - PEMBINAAN GANTIAN PENUH 6 BILIK DARJAH , 2 UNIT RUMAH GURU DAN LAIN-LAIN KEMUDAHAN DI SK KAMPUNG JEBUNGAN, MUKAH, SARAWAK",BINA,13,14
2022,RMK,SARAWAK,PETRA JAYA,YBB1322,"DAIF SARAWAK (2022) - PEMBINAAN GANTIAN PENUH BAHARU 12 BILIK DARJAH DAN LAIN-LAIN KEMUDAHAN DI SK SEJIJAK, SARAWAK",BINA,13,10
2022,RMK,SARAWAK,SARATOK,YBB2209,"DAIF SARAWAK (2022) - PEMBINAAN GANTIAN PENUH 6 BILIK DARJAH, 1 UNIT PRASEKOLAH, ASRAMA PELAJAR, 6 UNIT RUMAH GURU DAN KEMUDAHAN LAIN DI SK BABANG SARATOK, SARAWAK.",BINA,20,34
2022,RMK,SARAWAK,SRI AMAN,YBB2109,"DAIF SARAWAK (2022) - PEMBINAAN GANTIAN 7 UNIT RUMAH GURU DAN TAMBAHAN 2 UNIT RUMAH GURU, BLOK PENTADBIRAN, DEWAN MAKAN ASRAMA DAN LAIN-LAIN KEMUDAHAN DI SK JAONG, SRI AMAN, SARAWAK",BINA,2,3
2022,RMK,SELANGOR,BANGI,BBA4018,"DAIF SELANGOR (2022) : PEMBINAAN BANGUNAN GANTIAN YANG MENGANDUNGI 11 BILIK DARJAH, PUSAT SUMBER, BILIK GURU, BILIK MESYUARAT, 2 BILIK SAINS DAN LAIN-LAIN KEMUDAHAN DI SK BANGI, HULU LANGAT, SELANGOR (BBA4018)",BINA,51,61
2022,RMK,SELANGOR,SEPANG,BBD9455,"DAIF SELANGOR (2022) - PEMBINAAN BANGUNAN GANTIAN YANG MENGANDUNGI 8 BILIK DARJAH, BLOK PRASEKOLAH SERTA LAIN-LAIN KEMUDAHAN DI SJKT DENGKIL, SELANGOR",BINA,21,36
2023,RMK,JOHOR,ISKANDAR PUTERI,JBA1135,"DAIF JOHOR (2023) - PEMBINAAN SEMULA BANGUNAN DAIF DI SEKOLAH KEBANGSAAN TAMAN SRI PULAI, JOHOR BAHRU, JOHOR (JBA1135)",BINA,95,64
2023,RMK,JOHOR,PAGOH,JBA5054,"DAIF JOHOR (2023) - PEMBINAAN SEMULA BANGUNAN DAIF DI SEKOLAH KEBANGSAAN PAYA REDAN, MUAR, JOHOR (JBA5054)",BINA,100,98
2023,RMK,JOHOR,TANJUNG PIAI,JEA6007,"DAIF JOHOR (2023) - PEMBINAAN SEMULA BANGUNAN DAIF DI SEKOLAH MENENGAH KEBANGSAAN SRI KUKUP, PONTIAN, JOHOR (JEA6007)",BINA,99,62
2023,RMK,KEDAH,BALING,KBA0022,"DAIF KEDAH (2023) - PEMBINAAN SEMULA BANGUNAN DAIF DI SEKOLAH KEBANGSAAN PULAI, BALING, KEDAH (KBA0022)",BINA,47,53
2023,RMK,KEDAH,PENDANG,KBAA048,"DAIF KEDAH (2023) - PEMBINAAN SEMULA BANGUNAN DAIF DI SEKOLAH KEBANGSAAN ALOR BESAR, PENDANG, KEDAH (KBAA048)",BINA,77,48
