TAHUN LULUS,PERUNTUKAN,NEGERI,PARLIMEN,KOD SEKOLAH,NAMA PROJEK,STATUS,% JADUAL **,% SEBENAR **
2019,RM1B,SARAWAK,SRI AMAN,YEB8204,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SMK BALAI RINGIN, SERIAN, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,TANJONG MANIS,YBB6102,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK ADIN, SARIKEI, SARAWAK",SIAP,100,100
2019,RM1B,SARAWAK,TANJONG MANIS,YBE6301,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK 1 BILION (FASA 1) - SK ABANG AMIN, MARADONG, SARAWAK",SIAP,100,100
2019,RMK,JOHOR,PONTIAN,JBA6051,SK PARIT MARKOM,SIAP,100,100
2019,RMK,JOHOR,SRI GADING,JBA0088,SK SERI PAYA,SIAP,100,100
2019,RMK,KEDAH,POKOK SENA,KBAB008,SK  TELOK JAMAT,SIAP,100,100
2019,RMK,KELANTAN,TUMPAT,DEA6363,SMK GETING,SIAP,100,100
2019,RMK,MELAKA,JASIN,MEA1060,SMK ISKANDAR SHAH,SIAP,100,100
2019,RMK,NEGERI SEMBILAN,SEREMBAN,NBA4017,SK LB JOHNSON,SIAP,100,100
2019,RMK,PERAK,PARIT BUNTAR,ABA3021,SK PARIT TOK NGAH,SIAP,100,100
2019,RMK,PULAU PINANG,TASEK GELUGOR,PBA2024,SK SUNGAI DUA,SIAP,100,100
2019,RMK,SABAH,BELURAN,‎XBA2124,SEKOLAH KEBANGSAAN SUNGAI-SUNGAI,SIAP,100,100
2019,RMK,SABAH,KENINGAU,XBA1224,"SEKOLAH KEBANGSAAN TIONG WIDO, TAMBUNAN",SIAP,100,100
2019,RMK,SABAH,KUDAT,XBA5225,"SEKOLAH KEBANGSAAN NIBANG, PITAS",SIAP,100,100
2019,RMK,SARAWAK,BARAM,YBA8317,SEKOLAH KEBANGSAAN LONG LAPOK,SIAP,100,100
2019,RMK,SARAWAK,BARAM,YBB4310,SEKOLAH KEBANGSAAN LONG LAPUT,SIAP,100,100
2019,RMK,SARAWAK,BARAM,YBB4365,SEKOLAH KEBANGSAAN SUNGAI BURI,SIAP,100,100
2019,RMK,SARAWAK,BELAGA,YBB7207,SEKOLAH KEBANGSAAN LONG GANG,SIAP,100,100
2019,RMK,SARAWAK,BETONG,YBA2413,SEKOLAH KEBANGSAAN TUI,SIAP,100,100
2019,RMK,SARAWAK,BETONG,YBA2416,SEKOLAH KEBANGSAAN TAMBAK,SIAP,100,100
2019,RMK,SARAWAK,BETONG,YBB2407,SEKOLAH KEBANGSAAN SURI,SIAP,100,100
2019,RMK,SARAWAK,BINTANGOR,YBB6319,SEKOLAH KEBANGSAAN BANDAR BINTANGOR,SIAP,100,100
2019,RMK,SARAWAK,BINTULU,YBA9105,SEKOLAH KEBANGSAAN PANDAN,SIAP,100,100
2019,RMK,SARAWAK,BINTULU,YBB9208,SEKOLAH KEBANGSAAN SG SETIAM,SIAP,100,100
2019,RMK,SARAWAK,DALAT,YBE3504,SEKOLAH KEBANGSAAN SG UD,SIAP,100,100
2019,RMK,SARAWAK,JULAU,YBB6222,SEKOLAH KEBANGSAAN ULU ENTAIH,SIAP,100,100
2019,RMK,SARAWAK,JULAU,YBB6223,SEKOLAH KEBANGSAAN ULU ENTABAI,SIAP,100,100
2019,RMK,SARAWAK,KANOWIT,YBB3311,SEKOLAH KEBANGSAAN NANGA NGUNGUN,SIAP,100,100
2019,RMK,SARAWAK,KANOWIT,YBB3313,SEKOLAH KEBANGSAAN ULU BAWAN,SIAP,100,100
2019,RMK,SARAWAK,KAPIT,YBB7105,SEKOLAH KEBANGSAAN NG IBAU,SIAP,100,100
2019,RMK,SARAWAK,KAPIT,YBB7112,SEKOLAH KEBANGSAAN NANGA SEMPILI,SIAP,100,100
2019,RMK,SARAWAK,KAPIT,YBB7121,SEKOLAH KEBANGSAAN  NANGA ANTAROH,SIAP,100,100
2019,RMK,SARAWAK,KAPIT,YBB7128,SEKOLAH KEBANGSAAN ULU YONG,SIAP,100,100
2019,RMK,SARAWAK,KOTA SAMARAHAN,YBA8111,SEKOLAH KEBANGSAAN TANJONG APONG,SIAP,100,100
2019,RMK,SARAWAK,KOTA SAMARAHAN,YBA8113,SEKOLAH KEBANGSAAN SEBANDI MATANG,SIAP,100,100
2019,RMK,SARAWAK,KOTA SAMARAHAN,YBE8310,SEKOLAH KEBANGSAAN LUBOK PUNGGOR,SIAP,100,100
2019,RMK,SARAWAK,LAWAS,YBA5206,SEKOLAH KEBANGSAAN TRUSAN,SIAP,100,100
2019,RMK,SARAWAK,LAWAS,YBB5201,SEKOLAH KEBANGSAAN LONG SEMADOH,SIAP,100,100
2019,RMK,SARAWAK,LIMBANG,YBB5114,SEKOLAH KEBANGSAAN BUKIT BATU,SIAP,100,100
2019,RMK,SARAWAK,SARATOK,YBA2201,SEKOLAH KEBANGSAAN TO' EMAN,SIAP,100,100
2019,RMK,SARAWAK,SARATOK,YBA2203,SEKOLAH KEBANGSAAN PERPAT,SIAP,100,100
2019,RMK,SARAWAK,SERIAN,YBB8238,SEKOLAH KEBANGSAAN RIIH DASO,SIAP,100,100
2019,RMK,SARAWAK,SIBUTI,YBA4402,SEKOLAH KEBANGSAAN KELAPA SAWIT NO. 4,SIAP,100,100
2019,RMK,SARAWAK,TANJONG MANIS,YBA6301,SEKOLAH KEBANGSAAN KG SERDENG,SIAP,100,100
2020,RM1B,SARAWAK,BATANG SADONG,YBA8310,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK TANJUNG PISANG, SELANGKING SAMARAHAN, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,BATANG SADONG,YBB8316,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK TERASI, SAMARAHAN, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,BATANG SADONG,YBE8305,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK JA'IE, SAMARAHAN, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,BETONG,YBB2406,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK PAKU CENTRAL, BETONG, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,BINTULU,YBB9106,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK SG. SENGIAN LABANG, BINTULU, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,HULU RAJANG,YBA7108,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK SG TUNOH, KAPIT, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,HULU RAJANG,YBB7209,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK BATU KELING, KAPIT, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,HULU RAJANG,YBB7210,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK AIRPORT, KAPIT, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,JULAU,YBA6201,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK ULU PEDANUM, SARIKEI, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,JULAU,YBB6201,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK NG. SERAU, SARIKEI, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,JULAU,YBB6206,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK NANGA ENTAIH, SARIKEI, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,KANOWIT,YBB3308,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK NG JAGOI, SIBU, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,KANOWIT,YBB3323,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK NANGA PEDAI, SIBU, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,KAPIT,YBB7312,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK NANGA EMBUAU, KAPIT, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,KAPIT,YBB7313,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK NG TEMALAT, KAPIT, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,KOTA SAMARAHAN,YBE1327,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) -SK BELIONG, SAMARAHAN, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,LUBOK ANTU,YBA2301,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK BATANG AI, SRI AMAN, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,MUKAH,YBA3402,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK KG PETANAK, MUKAH, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,MUKAH,YBA3403,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK DUA SUNGAI, MUKAH, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,MUKAH,YBE3506,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK KG SENAU, MUKAH, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,SARATOK,YBB2213,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK ORANG KAYA TEMENGGONG TANDUK, BETONG, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,SARIKEI,YBB6302,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK ULU BINATANG, SARIKEI, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,SELANGAU,YBA3408,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK DIJIH, SIBU, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,SELANGAU,YBA3501,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK BATU 36, SIBU, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,SELANGAU,YBB3506,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK PENGHULU IMBAN, SIBU, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,SELANGAU,YBB9203,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK RUMAH KESENG, TATAU, BINTULU, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,SELANGAU,YBB9205,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK SANGAN IBAN, SIBU, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,SELANGAU,YBB9206,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK KUALA  ANNAU, BINTULU, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,SERIAN,YBA8201,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK TEPOI, SERIAN, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,SERIAN,YBB8236,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK SEJIJAG, SERIAN, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,SIBU,YBB3213,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK TANJUNG BEKAKAP, KAPIT, SARAWAK",SIAP,100,100
2020,RM1B,SARAWAK,SRI AMAN,YBB2124,"PEMBANGUNAN SEMULA SEKOLAH DAIF SARAWAK RM1BILION (FASA 2) - SK SKRANG, SRI AMAN, SERAWAK",SIAP,100,100
2020,RMK,JOHOR,MERSING,JBA4027,"DAIF JOHOR (2020)- MEROBOH DAN BINA BARU PRA SEKOLAH (1BD) DI SK MERSING KANAN, JOHOR",SIAP,100,100
2020,RMK,JOHOR,TANJUNG PIAI,JBA6022,"DAIF JOHOR (2020)- MEROBOH DAN BINA BARU 3 BD PENDIDIKAN KHAS DI SK PARIT KUDUS, JOHOR",SIAP,100,100
2020,RMK,KEDAH,JERAI,KBA9002,"DAIF KEDAH (2020)- GANTIAN BANGUNAN KELAS PRA SEKOLAH, BILIK KEMAHIRAN HIDUP,  BILIK SAINS, BILIK PEMULIHAN, BILIK BIMBINGAN DAN KAUNSELING, DAN TANDAS DI SK PADANG LUMAT, KEDAH",SIAP,100,100
2020,RMK,KEDAH,PENDANG,KBA1001,"DAIF KEDAH (2020) - KERJA-KERJA PENYELENGGARAAN DAN NAIK TARAF STRUKTUR BUMBUNG KANTIN DI SK AYER PUTEH PENDANG, KEDAH",SIAP,100,100
2020,RMK,KEDAH,PENDANG,KBAA078,"DAIF KEDAH (2020) - MEMBINA BANGUNAN GANTIAN KELAS PRA SEKOLAH, BILIK KEMAHIRAN HIDUP DAN BILIK KAUNSELING DI SK SYED IBRAHIM, KEDAH",SIAP,100,100
2020,RMK,KEDAH,POKOK SENA,KBAB003,"DAIF KEDAH (2020) - MEMBINA BANGUNAN GANTIAN 2 BILIK DARJAH, BILIK PEMULIHAN DAN GANTIAN TANDAS MURID LELAKI DAN PEREMPUAN DI SK KUALA LANJUT, KEDAH",SIAP,100,100
2020,RMK,KEDAH,POKOK SENA,KBAB006,"DAIF KEDAH (2020) - MEMBINA BANGUNAN GANTIAN 2 BILIK DARJAH, BILIK KEMAHIRAN HIDUP, PUSAT SUMBER DAN BILIK J QAF DI SK NAWA, KEDAH",SIAP,100,100
2020,RMK,PERAK,BAGAN SERAI,ABA3002,"DAIF PERAK (2020) - GANTIAN DAN BINA BARU BLOK PRA SEKOLAH YANG MENGANDUNGI 2BD SERTA BLOK PENDIDIKAN KHAS (3BD) DI SK BAGAN SERAI,PERAK",SIAP,100,100
2020,RMK,PERAK,LUMUT,ABA1025,"DAIF PERAK (2020) - MEROBOH DAN BINA BARU BLOK D (BANGUNAN LAMA) YANG MENGANDUNGI 4BD, TANDAS DAN STOR DI SK KAMPUNG BAHARU, PERAK",SIAP,100,100
2020,RMK,SABAH,BEAUFORT,XBA6019,"DAIF SABAH (2020)- GANTIAN 4 UNIT BILIK DARJAH, BANGUNAN PENTABDIRAN, DAN MAKMAL SAINS DI SK KEPAWA, SABAH",SIAP,100,100
2020,RMK,SABAH,BEAUFORT,XBA6063,"DAIF SABAH (2020) - GANTIAN 6 UNIT BILIK DARJAH, BANGUNAN PENTADBIRAN, DAN MAKMAL SAINS DI SK LAJAU, BEAUFORT, SABAH",SIAP,100,100
2020,RMK,SABAH,BEAUFORT,XBA6102,"DAIF SABAH (2020) - PEMBINAAN BANGUNAN GANTIAN 8 BILIK DARJAH, BLOK PENTADBIRAN, BILIK SAINS, KANTIN, 8 UNIT TANDAS, 1 BILIK DARJAH PRASEKOLAH DAN LAIN-LAIN KEMUDAHAN BERKAITAN DI SK BINSULOK, BEAUFORT, SABAH (XBA6102)",SIAP,100,100
2020,RMK,SABAH,BEAUFORT,XBA6302,"DAIF SABAH (2020) - PEMBINAAN BANGUNAN GANTIAN BLOK PENTADBIRAN, PUSAT SUMBER, 2 UNIT TANDAS GURU DAN LAIN-LAIN KEMUDAHAN BERKAITAN DI SK BERANGKOK, KUALA PENYU, SABAH (XBA6302)",SIAP,100,100
2020,RMK,SABAH,BEAUFORT,XBA6311,"DAIF SABAH (2020) - PEMBINAAN BANGUNAN GANTIAN 6 BILIK DARJAH, BLOK PENTADBIRAN, BILIK SAINS, KANTIN, 6 UNIT TANDAS DAN LAIN-LAIN KEMUDAHAN BERKAITAN DI SK MANSUD, KUALA PENYU, SABAH  (XBA6311)",SIAP,100,100
2020,RMK,SABAH,BEAUFORT,XBA6329,"DAIF SABAH (2020) - PEMBINAAN BANGUNAN GANTIAN BLOK PENTADBIRAN, PUSAT SUMBER DAN LAIN-LAIN KEMUDAHAN BERKAITAN DI SK KEKAPOR, KUALA PENYU, SABAH (XBA6329)",SIAP,100,100
2020,RMK,SABAH,BELURAN,XBA2106,"DAIF SABAH (2020) - PEMBINAAN BANGUNAN GANTIAN 6 BILIK DARJAH, BLOK PENTADBIRAN, BILIK SAINS, KANTIN, SURAU, 6 UNIT TANDAS DAN LAIN-LAIN KEMUDAHAN BERKAITAN DI SK JAMBONGAN, BELURAN, SABAH (XBA2106)",SIAP,100,100
2020,RMK,SABAH,BELURAN,XBA2115,"DAIF SABAH (2020) - GANTIAN BANGUNAN 6 BILIK DARJAH, 2 UNIT RUMAH GURU, BANGUNAN PENTADBIRAN, MAKMAL SAINS DI SK ULU MUANAD, BELURAN, SABAH",SIAP,100,100
2020,RMK,SABAH,BELURAN,XBA2129,"DAIF SABAH (2020) - GANTIAN BANGUNAN 6 BILIK DARJAH, BANGUNAN PENTADBIRAN, DAN MAKMAL SAINS DI SK TETABUAN, BELURAN, SABAH",SIAP,100,100
2020,RMK,SABAH,BELURAN,XBA2133,"DAIF SABAH (2020)- GANTIAN BANGUNAN 6 BILIK DARJAH, BANGUNAN PENTADBIRAN, DAN MAKMAL SAINS DI SK MAIDAN, BELURAN, SABAH",SIAP,100,100
2020,RMK,SABAH,BELURAN,XBA2155,"DAIF SABAH (2020) - GANTIAN BANGUNAN 6 BILIK DARJAH, BANGUNAN PENTADBIRAN, DAN MAKMAL SAINS DI SK SUNGAI NAFAS, BELURAN, SABAH",SIAP,100,100
2020,RMK,SABAH,BELURAN,XBA2247,"DAIF SABAH (2020) - PEMBINAAN BANGUNAN GANTIAN  6 BILIK DARJAH, BLOK PENTADBIRAN, BILIK SAINS, KANTIN, 6 UNIT TANDAS DAN LAIN-LAIN KEMUDAHAN BERKAITAN DI SK ULU ANSUAN, TELUPID, SABAH (XBA2247)",SIAP,100,100
2020,RMK,SABAH,BELURAN,XBA2248,"DAIF SABAH (2020)- GANTIAN 6 UNIT BILIK DARJAH, BANGUNAN PENTABDIRAN, DAN MAKMAL SAINS DI SK KOPURON, TELUPID, SABAH",SIAP,100,100
2020,RMK,SABAH,KENINGAU,XBA1009,"DAIF SABAH (2020) - GANTIAN 3 UNIT BILIK DARJAH, BANGUNAN PENTADBIRAN, MAKMAL SAINS DI SK BULU SILOU, KENINGAU, SABAH",SIAP,100,100
2020,RMK,SABAH,KENINGAU,XBA1024,"DAIF SABAH (2020)- GANTIAN 8 UNIT BILIK DARJAH, 3 UNIT RUMAH GURU, BANGUNAN PENTADBIRAN, DAN MAKMAL SAINS DI SK KIAWAYAN, SABAH",SIAP,100,100
2020,RMK,SABAH,KENINGAU,XBA1203,"DAIF SABAH (2020)- GANTIAN 6 UNIT BILIK DARJAH, 4 UNIT RUMAH GURU, BANGUNAN PENTADBIRAN, DAN MAKMAL SAINS DI SK KEROKOT, TAMBUNAN, SABAH",SIAP,100,100
2020,RMK,SABAH,KENINGAU,XBA1213,"DAIF SABAH (2020) - PEMBINAAN BANGUNAN GANTIAN  6 BILIK DARJAH, BLOK PENTADBIRAN , BILIK SAINS, 4 UNIT TANDAS DAN LAIN-LAIN KEMUDAHAN DI SK BAMBANGAN, TAMBUNAN, SABAH (XBA1213)",SIAP,100,100
2020,RMK,SABAH,KENINGAU,XBA1223,"DAIF SABAH (2020) - PEMBINAAN BANGUNAN GANTIAN  6 BILIK DARJAH, BLOK PENTADBIRAN, BILIK SAINS, 4 UNIT TANDAS DAN LAIN-LAIN KEMUDAHAN BERKAITAN DI SK KIPAKU, TAMBUNAN, SABAH (XBA1223)",SIAP,100,100
2020,RMK,SABAH,KIMANIS,XBA4218,"DAIF SABAH (2020) - PEMBINAAN BANGUNAN GANTIAN  6 BILIK DARJAH, BLOK PENTADBIRAN, BILIK SAINS, KANTIN, 10 UNIT TANDAS DAN LAIN-LAIN KEMUDAHAN BERKAITAN DI SK KELATUAN, PAPAR, SABAH (XBA4218)",SIAP,100,100
2020,RMK,SABAH,KINABATANGAN,XBA2232,"DAIF SABAH (2020)-GANTIAN 6 UNIT BILIK DARJAH, 3 UNIT RUMAH GURU, BANGUNAN PENTADBIRAN, DAN MAKMAL SAINS DI SK SAGUON, SABAH",SIAP,100,100
2020,RMK,SABAH,KOTA BELUD,XBA5301,"DAIF SABAH (2020) -PEMBINAAN BANGUNAN GANTIAN  6 BILIK DARJAH, BLOK PENTADBIRAN, BILIK SAINS, KANTIN, 6 UNIT TANDAS DAN LAIN-LAIN KEMUDAHAN BERKAITAN DI SK AMBONG, KOTA BELUD, SABAH (XBA5301)",SIAP,100,100
2020,RMK,SABAH,KOTA BELUD,XBA5307,"DAIF SABAH (2020) - PEMBINAAN BANGUNAN GANTIAN  6 BILIK DARJAH, BLOK PENTADBIRAN, BILIK SAINS, KANTIN, 4 UNIT TANDAS DAN LAIN-LAIN KEMUDAHAN BERKAITAN DI SK DUDAR, KOTA BELUD, SABAH (XBA5307)",SIAP,100,100
2020,RMK,SABAH,KOTA BELUD,XBA5324,"DAIF SABAH (2020) - PEMBINAAN BANGUNAN GANTIAN  6 BILIK DARJAH, BLOK PENTADBIRAN, BILIK SAINS, KANTIN, 6 UNIT TANDAS DAN LAIN-LAIN KEMUDAHAN BERKAITAN DI SK NAHABA, KOTA BELUD, SABAH (XBA5324)",SIAP,100,100
2020,RMK,SABAH,KOTA BELUD,XBA5356,"DAIF SABAH (2020) - GANTIAN 6 UNIT BILIK DARJAH, 2 UNIT RUMAH GURU, BANGUNAN PENTABDIRAN, MAKMAL SAINS DI SK SARANG, KOTA BELUD, SABAH",SIAP,100,100
2020,RMK,SABAH,KOTA BELUD,XBA5362,"DAIF SABAH (2020) - PEMBINAAN BANGUNAN GANTIAN  6 BILIK DARJAH, BLOK PENTADBIRAN, BILIK SAINS, KANTIN, 6 UNIT TANDAS DAN LAIN-LAIN KEMUDAHAN BERKAITAN DI SK PODOS, KOTA BELUD, SABAH (XBA5362)",SIAP,100,100
2020,RMK,SABAH,KOTA BELUD,XBA5366,"DAIF SABAH (2020) - GANTIAN 6 UNIT BILIK DARJAH, BANGUNAN PENTADBIRAN, DAN MAKMAL SAINS DI SK ULU KUKUT, KOTA BELUD, SABAH",SIAP,100,100
2020,RMK,SABAH,KOTA MARUDU,XBA5028,"DAIF SABAH (2020)- GANTIAN 9 UNIT BILIK DARJAH, BANGUNAN PENTADBIRAN, MAKMAL SAINS, DAN RUMAH GURU DI SK LOKOTON, SABAH",SIAP,100,100
2020,RMK,SABAH,KOTA MARUDU,XBA5106,"DAIF SABAH (2020) - PEMBINAAN BANGUNAN GANTIAN 12 BILIK DARJAH, BLOK PENTADBIRAN, BILIK SAINS, KANTIN, 10 UNIT TANDAS DAN LAIN-LAIN KEMUDAHAN DI SK POPOK, KOTA MARUDU, SABAH (XBA5106)",SIAP,100,100
2020,RMK,SABAH,KOTA MARUDU,XBA5127,"DAIF SABAH (2020) - PEMBINAAN BANGUNAN GANTIAN PENUH 6 BILIK DARJAH, BLOK PENTADBIRAN, BLOK PUSAT SUMBER, BANGUNAN ASRAMA, KANTIN, 6 UNIT TANDAS DAN LAIN-LAIN KEMUDAHAN BERKAITAN DI SK LAMPADA, KOTA MARUDU, SABAH (XBA5127)",SIAP,100,100
2020,RMK,SABAH,KUDAT,XBA5024,"DAIF SABAH (2020) - GANTIAN 6 UNIT BILIK DARJAH, BANGUNAN PENTADBIRAN, MAKMAL SAINS, 2 UNIT RUMAH GURU DI SK LIMAU-LIMAUAN, KUDAT, SABAH",SIAP,100,100
2020,RMK,SABAH,KUDAT,XBA5212,"DAIF SABAH (2020) - PEMBINAAN BANGUNAN GANTIAN  6 BILIK DARJAH, BLOK PENTADBIRAN, BILIK SAINS, KANTIN, 6 UNIT TANDAS DAN LAIN-LAIN KEMUDAHAN BERKAITAN DI SK TELAGA, PITAS, SABAH (XBA5212)",SIAP,100,100
2020,RMK,SABAH,KUDAT,XBA5217,"DAIF SABAH (2020) - PEMBINAAN BANGUNAN GANTIAN  6 BILIK DARJAH, BLOK PENTADBIRAN, BILIK SAINS, KANTIN, 6 TANDAS DAN LAIN-LAIN KEMUDAHAN BERKAITAN DI SK MANGKAPON, PITAS, SABAH (XBA5217)",SIAP,100,100
2020,RMK,SABAH,PAPAR,XEA4261,"DAIF SABAH (2020) - PEMBAIKAN STRUKTUR 5 BLOK BANGUNAN KONKRIT DI BLOK A, B, C, BLOK ASRAMA (LELAKI & PEREMPUAN) DI SMK KINARUT, PAPAR, SABAH  (XEA4261)",SIAP,100,100
2020,RMK,SABAH,PENAMPANG,XBA4014,"DAIF SABAH (2020) - PEMBAIKAN STRUKTUR 2 BLOK KUARTERS GURU (FLAT) 16 UNIT DAN LAIN-LAIN KEMUDAHAN BERKAITAN DI SK KEPAYAN, KOTA KINABALU, SABAH (XBA4014)",SIAP,100,100
2020,RMK,SABAH,PENSIANGAN,XBA1023,"DAIF SABAH (2020)- GANTIAN BANGUNAN 6 UNIT BILIK DARJAH, BANGUNAN PENTADBIRAN, 4 UNIT RUMAH GURU, DAN MAKMAL SAINS DI SK INANDUNG, KENINGAU",SIAP,100,100
2020,RMK,SABAH,PENSIANGAN,XBA1063,"DAIF SABAH (2020) - GANTIAN BANGUNAN 6 UNIT BILIK DARJAH, BANGUNAN PENTADBIRAN, 2 UNIT RUMAH GURU, DAN MAKMAL SAINS  DI SK SIMBUAN, KENINGAU, SABAH",SIAP,100,100
2020,RMK,SABAH,PENSIANGAN,XBA1112,"DAIF SABAH (2020) - GANTIAN 3 BLOK (6 UNIT) RUMAH GURU DI SK PEKAN NABAWAN, SABAH",SIAP,100,100
2020,RMK,SABAH,PUTATAN,XBA4109,"DAIF SABAH (2020) - PEMBINAAN GANTIAN 6 BILIK DARJAH  DAN LAIN-LAIN KERJA BERKAITAN DI SK TANSAU, PENAMPANG, SABAH (XBA4109)",SIAP,100,100
2020,RMK,SABAH,RANAU,XBA5425,"DAIF SABAH (2020) - PEMBINAAN BANGUNAN GANTIAN PENUH 6 BILIK DARJAH, BLOK PENTADBIRAN, BILIK SAINS, KANTIN, 6 UNIT TANDAS DAN LAIN-LAIN KEMUDAHAN BERKAITAN DI SK NARAWANG, RANAU, SABAH (XBA5425)",SIAP,100,100
2020,RMK,SABAH,RANAU,XBA5450,"DAIF SABAH (2020) - PEMBINAAN BANGUNAN GANTIAN PENUH 6 BILIK DARJAH, BLOK PENTADBIRAN, KANTIN, BILIK SAINS, KANTIN,  4 UNIT TANDAS DAN LAIN-LAIN KEMUDAHAN BERKAITAN DI SK WAANG , RANAU, SABAH (XBA5450)",SIAP,100,100
2020,RMK,SABAH,RANAU,XBA5454,"DAIF SABAH (2020)- GANTIAN 13 UNIT BILIK DARJAH, 4 UNIT RUMAH GURU, BANGUNAN PENTADBIRAN, DAN MAKMAL SAINS  DI SK TIBABAR, SABAH",SIAP,100,100
2020,RMK,SABAH,SILAM,XBA3131,"DAIF SABAH (2020) - GANTIAN 9 UNIT BILIK DARJAH, BANGUNAN PENTADBIRAN, MAKMAL SAINS, 1 RUMAH GURU DI SK TANJONG PARAS, LAHAD DATU, SABAH",SIAP,100,100
