id,x,y,primary_school_students,secondary_school_students,district,parlimen,dun,bandar_luarbandar
3351,111.571383,2.069591,2.9903617585195206,2.8194839437469765,Sarikei,P.208 Sarikei,N.45 Repok,Luar Bandar
3352,111.571409,2.008847,1.4047503882223522,1.3244789374667891,Sarikei,P.209 Julau,N.47 Pakan,Luar Bandar
3353,111.571505,1.370199,16.252104301978125,15.54985288152228,Betong,P.203 Lubok Antu,N.33 Engkilili,Luar Bandar
3354,111.571913,1.608213,0.608329783933372,0.5820439290720536,Betong,P.204 Betong,N.37 Bukit Saban,Luar Bandar
3355,111.571966,1.761065,7.463298106723107,7.120157963885264,Saratok,P.205 Saratok,N.39 Krian,Luar Bandar
3356,111.572342,2.005443,1.4047503882223522,1.3244789374667891,Sarikei,P.209 Julau,N.47 Pakan,Luar Bandar
3357,111.572696,1.316645,6.738259474160106,6.447100114165535,Betong,P.203 Lubok Antu,N.33 Engkilili,Luar Bandar
3358,111.573147,1.820581,4.635713548263882,4.185019175516004,Pakan,P.209 Julau,N.47 Pakan,Luar Bandar
3359,111.57378,1.093277,2.2502099864968006,1.8288223485760517,Sri Aman,P.202 Sri Aman,N.32 Simanggang,Luar Bandar
3360,111.573822,1.403492,10.599527634941744,10.141523354419569,Betong,P.204 Betong,N.36 Layar,Luar Bandar
3361,111.574241,2.021966,2.0909447858818426,1.9714622266885948,Sarikei,P.208 Sarikei,N.46 Meradong,Luar Bandar
3362,111.574509,1.374876,34.47026935615347,32.980813272862896,Betong,P.203 Lubok Antu,N.33 Engkilili,Luar Bandar
3363,111.574531,1.568703,1.4922672074905723,1.427786525685424,Betong,P.204 Betong,N.37 Bukit Saban,Luar Bandar
3364,111.574777,2.030093,9.967872528398402,9.398279812489921,Sarikei,P.208 Sarikei,N.45 Repok,Luar Bandar
3365,111.575067,1.565506,6.588161445790819,6.303487803071463,Betong,P.204 Betong,N.37 Bukit Saban,Luar Bandar
3366,111.575164,2.045115,4.667753876340418,4.40102508340668,Sarikei,P.208 Sarikei,N.45 Repok,Luar Bandar
3367,111.575764,1.471877,2.675186402256479,2.5595919280849024,Betong,P.204 Betong,N.36 Layar,Luar Bandar
3368,111.575861,1.425447,0.8241385489572953,0.7885276240023505,Betong,P.204 Betong,N.36 Layar,Luar Bandar
3369,111.576529,1.084768,4.651002220789763,3.7800280221399944,Sri Aman,P.202 Sri Aman,N.32 Simanggang,Luar Bandar
3370,111.576529,1.36833,43.84626388238805,41.95167223314906,Betong,P.203 Lubok Antu,N.33 Engkilili,Luar Bandar
3371,111.576529,1.460071,11.463176469193616,10.967854029166732,Betong,P.204 Betong,N.36 Layar,Luar Bandar
3372,111.576529,1.868733,12.849983535615687,11.600679580764163,Pakan,P.209 Julau,N.47 Pakan,Luar Bandar
3373,111.576529,1.877073,8.798652853639762,7.943228270647007,Pakan,P.209 Julau,N.47 Pakan,Luar Bandar
3374,111.576529,2.035534,2.48205781805433,2.3402259427369394,Sarikei,P.208 Sarikei,N.45 Repok,Luar Bandar
3375,111.5768,2.005056,1.4047503882223522,1.3244789374667891,Sarikei,P.209 Julau,N.47 Pakan,Luar Bandar
3376,111.577148,2.114292,2.0909447858818426,1.9714622266885948,Sarikei,P.208 Sarikei,N.46 Meradong,Luar Bandar
3377,111.577427,1.678479,0.5741837050598444,0.5477844542524952,Saratok,P.205 Saratok,N.39 Krian,Luar Bandar
3378,111.577706,1.482538,8.077118573773783,7.72810727737615,Betong,P.204 Betong,N.36 Layar,Luar Bandar
3379,111.578243,2.107805,3.345511657410949,3.154339562701752,Sarikei,P.208 Sarikei,N.46 Meradong,Luar Bandar
3380,111.578994,1.821728,1.8866636741571627,1.7032380391696609,Pakan,P.209 Julau,N.47 Pakan,Luar Bandar
3381,111.579101,2.007957,1.4047503882223522,1.3244789374667891,Sarikei,P.209 Julau,N.47 Pakan,Luar Bandar
3382,111.579133,2.040912,2.491968132099601,2.3495699531224807,Sarikei,P.208 Sarikei,N.45 Repok,Luar Bandar
3383,111.57968,2.047184,2.491968132099601,2.3495699531224807,Sarikei,P.208 Sarikei,N.45 Repok,Luar Bandar
3384,111.580088,1.125018,15.491036961106584,12.590093709963028,Sri Aman,P.202 Sri Aman,N.32 Simanggang,Luar Bandar
3385,111.580104,1.197852,1.1682409155223188,1.0236015640766984,Lubok Antu,P.203 Lubok Antu,N.33 Engkilili,Luar Bandar
3386,111.580319,1.194172,4.763259367497308,4.173522493426212,Lubok Antu,P.203 Lubok Antu,N.33 Engkilili,Luar Bandar
